model,params_b,status,error,benchmark_rows
thomas-yanxin/XinYuan-Qwen2-1_5B,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tiiuae/Falcon3-1B-Base,1.669,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tiiuae/Falcon3-1B-Instruct,1.669,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tiiuae/Falcon3-3B-Base,3.228,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tiiuae/Falcon3-3B-Instruct,3.228,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tiiuae/falcon-7b,7.0,no_samples,No samples_*.jsonl files found,{}
tiiuae/falcon-7b-instruct,7.0,no_samples,No samples_*.jsonl files found,{}
tiiuae/falcon-mamba-7b,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/BiBo-v0.3,2.943,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/BiBo-v0.7,2.943,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/ShawtyIsBad-bgem3,1.436,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/ShawtyIsBad-e5-large,1.436,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/ShawtyIsBad-ib,1.436,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/ShawtyIsBad-nomic-moe,1.436,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/ShawtyIsBad-nomic1.5,1.436,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/SigmaBoi-base,2.943,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/SigmaBoi-bge-m3,2.943,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/SigmaBoi-bgem3,2.943,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/SigmaBoi-ib,2.943,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/SigmaBoi-nomic-moe,2.943,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/SigmaBoi-nomic1.5,2.943,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/SigmaBoi-nomic1.5-fp32,2.943,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tinycompany/Tamed-Shawty,1.562,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
togethercomputer/GPT-JT-6B-v1,6.0,no_samples,No samples_*.jsonl files found,{}
togethercomputer/LLaMA-2-7B-32K,7.0,no_samples,No samples_*.jsonl files found,{}
togethercomputer/Llama-2-7B-32K-Instruct,7.0,no_samples,No samples_*.jsonl files found,{}
togethercomputer/RedPajama-INCITE-7B-Base,7.0,no_samples,No samples_*.jsonl files found,{}
togethercomputer/RedPajama-INCITE-7B-Chat,7.0,no_samples,No samples_*.jsonl files found,{}
togethercomputer/RedPajama-INCITE-7B-Instruct,7.0,no_samples,No samples_*.jsonl files found,{}
togethercomputer/RedPajama-INCITE-Base-3B-v1,3.0,no_samples,No samples_*.jsonl files found,{}
togethercomputer/RedPajama-INCITE-Chat-3B-v1,3.0,no_samples,No samples_*.jsonl files found,{}
togethercomputer/RedPajama-INCITE-Instruct-3B-v1,3.0,no_samples,No samples_*.jsonl files found,{}
trthminh1112/autotrain-llama32-1b-finetune,1.1,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
unsloth/Llama-3.2-1B-Instruct,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
unsloth/Llama-3.2-1B-Instruct-no-system-message,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
unsloth/Phi-3-mini-4k-instruct,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
uukuguy/speechless-code-mistral-7b-v1.0,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
uukuguy/speechless-coder-ds-6.7b,6.7,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
vhab10/Llama-3.2-Instruct-3B-TIES,1.848,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
vhab10/llama-3-8b-merged-linear,4.65,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
viettelsecurity-ai/security-llama3.2-3b,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
vihangd/smart-dan-sft-v0.1,0.379,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
voidful/smol-360m-ft,0.362,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
vonjack/Phi-3-mini-4k-instruct-LLaMAfied,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
vonjack/Phi-3.5-mini-instruct-hermes-fc-json,4.132,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
vonjack/Qwen2.5-Coder-0.5B-Merged,0.63,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
vonjack/SmolLM2-1.7B-Merged,1.711,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
vonjack/SmolLM2-360M-Merged,0.362,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
wannaphong/KhanomTanLLM-Instruct,3.447,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
weathermanj/Menda-3B-500,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
weathermanj/Menda-3b-750,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
weathermanj/Menda-3b-Optim-100,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
weathermanj/Menda-3b-Optim-200,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
win10/Llama-3.2-3B-Instruct-24-9-29,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
win10/Qwen2.5-2B-Instruct,2.9,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
xMaulana/FinMatcha-3B-Instruct,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
yasserrmd/Coder-GRPO-3B,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
yasserrmd/Text2SQL-1.5B,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ylalain/ECE-PRYMMAL-YL-1B-SLERP-V8,1.357,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ymcki/gemma-2-2b-ORPO-jpn-it-abliterated-18,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ymcki/gemma-2-2b-ORPO-jpn-it-abliterated-18-merge,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ymcki/gemma-2-2b-jpn-it-abliterated-17,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ymcki/gemma-2-2b-jpn-it-abliterated-17-18-24,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ymcki/gemma-2-2b-jpn-it-abliterated-17-ORPO,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ymcki/gemma-2-2b-jpn-it-abliterated-17-ORPO-alpaca,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ymcki/gemma-2-2b-jpn-it-abliterated-18,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ymcki/gemma-2-2b-jpn-it-abliterated-18-ORPO,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ymcki/gemma-2-2b-jpn-it-abliterated-24,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
yuchenxie/ArlowGPT-3B-Multilingual,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
zake7749/gemma-2-2b-it-chinese-kyara-dpo,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
zelk12/Test01012025155054,3.817,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
zelk12/Test01012025155054t0.5_gemma-2,3.817,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
